ref_count,n2_year,n2,n1,n1_year
6,2019,23924,5109,2018
12,2019,23924,23924,2018
9,2019,23924,23924,2019
6,2019,23924,5109,2016
9,2019,23924,23924,2017
5,2019,23924,23924,2015
6,2020,23924,5109,2016
8,2020,23924,5109,2017
8,2020,23924,23924,2017
6,2020,23924,23924,2015
10,2020,23924,5109,2018
17,2020,23924,5109,2019
18,2020,23924,23924,2018
21,2020,23924,23924,2019
9,2020,23924,23924,2020
9,2021,23924,23924,2017
23,2021,23924,23924,2019
6,2021,23924,5109,2017
17,2021,23924,23924,2018
5,2021,23924,5109,2018
7,2021,23924,5109,2020
14,2021,23924,5109,2019
6,2021,23924,23924,2015
15,2021,23924,23924,2020
5,2015,24024,24024,2012
6,2019,24024,24024,2012
5,2021,24157,24157,2017
5,2021,24225,5109,2019
5,2020,24291,24291,2018
5,2020,24352,24352,2019
5,2020,24352,24352,2018
6,2020,24352,24352,2020
6,2021,24352,24352,2020
5,2021,24364,24364,2019
5,2021,24364,1193,2020
5,2020,24402,24402,2019
5,2021,24402,24402,2020
6,2021,24402,24402,2019
6,2021,24402,3683,2018
5,2019,24441,4310,2016
5,2019,24441,24441,2012
5,2021,24441,24441,2019
6,2017,24449,24449,2016
6,2017,24449,24449,2017
5,2017,24449,24449,2018
9,2018,24449,24449,2016
8,2018,24449,24449,2018
6,2018,24449,24449,2017
11,2019,24449,24449,2019
9,2019,24449,24449,2017
7,2019,24449,24449,2016
10,2019,24449,24449,2018
9,2020,24449,24449,2017
17,2020,24449,24449,2019
6,2020,24449,24449,2016
5,2020,24449,4358,2018
5,2020,24449,2381,2019
11,2020,24449,24449,2018
16,2020,24449,24449,2020
6,2020,24449,24449,2014
14,2021,24449,24449,2018
14,2021,24449,24449,2017
6,2021,24449,32237,2019
6,2021,24449,2381,2016
6,2021,24449,2381,2020
21,2021,24449,24449,2019
12,2021,24449,2381,2019
5,2021,24449,3104,2019
5,2021,24449,1149,2019
6,2021,24449,4358,2020
8,2021,24449,4358,2019
6,2021,24449,24449,2016
5,2021,24449,3104,2020
24,2021,24449,24449,2020
11,2021,24449,24449,2021
5,2013,24495,24495,2012
5,2014,24495,24495,2012
6,2015,24495,24495,2012
5,2016,24495,24495,2015
5,2017,24495,24495,2012
6,2017,24495,24495,2015
6,2018,24495,24495,2017
7,2018,24495,24495,2015
6,2018,24495,24495,2012
5,2020,24495,24495,2015
5,2020,24495,24495,2019
5,2018,24615,24615,2017
9,2019,24615,24615,2018
6,2020,24615,24615,2020
5,2020,24615,24615,2017
10,2020,24615,24615,2018
10,2020,24615,24615,2019
5,2021,24615,24615,2017
10,2021,24615,24615,2020
9,2021,24615,24615,2018
14,2021,24615,24615,2019
5,2020,24664,24664,2019
5,2021,24664,1149,2020
6,2020,24687,3568,2017
9,2019,24799,24799,2018
5,2019,24799,24799,2017
5,2020,24799,4358,2018
5,2021,24799,24799,2020
6,2021,24799,5109,2019
9,2021,24799,24799,2019
6,2021,24799,24799,2018
16,2021,24847,24847,2020
5,2021,24852,2450,2019
5,2021,24852,24852,2019
5,2020,25016,25016,2015
5,2020,25016,25016,2019
5,2021,25062,25062,2019
6,2014,25144,25144,2012
5,2018,25144,25144,2015
6,2019,25144,25144,2012
7,2019,25144,25144,2016
6,2019,25144,25144,2018
5,2019,25144,25144,2011
5,2020,25144,25144,2018
6,2021,25144,25144,2015
5,2021,25144,25144,2020
8,2020,25396,25396,2020
6,2020,25396,25396,2019
7,2021,25396,5109,2019
5,2021,25396,5109,2017
6,2021,25396,25396,2021
8,2021,25396,25396,2020
5,2021,25396,25396,2019
5,2021,25502,2381,2017
9,2020,25616,1149,2018
5,2019,25647,25647,2017
5,2019,25647,25647,2018
5,2020,25647,25647,2018
5,2020,25755,25755,2019
7,2021,25755,25755,2020
5,2021,25755,25755,2019
5,2021,25755,25755,2018
7,2018,25918,25918,2015
5,2018,25918,25918,2014
5,2019,25918,25918,2018
7,2020,25918,25918,2018
6,2020,25918,25918,2019
9,2021,25918,25918,2020
6,2021,25918,25918,2018
6,2021,25918,25918,2019
5,2016,25998,25998,2014
5,2017,25998,25998,2014
6,2019,25998,25998,2017
5,2019,25998,25998,2018
8,2020,25998,25998,2019
5,2020,25998,25998,2017
9,2021,25998,25998,2019
5,2021,25998,25998,2018
8,2021,25998,25998,2020
7,2019,26012,26012,2018
7,2020,26012,26012,2019
7,2020,26012,26012,2018
5,2021,26012,26012,2018
6,2021,26025,4310,2019
5,2018,26033,26033,2014
7,2020,26033,26033,2019
6,2020,26033,26033,2014
5,2020,26033,26033,2012
5,2020,26033,26033,2018
6,2020,26033,26033,2016
10,2021,26033,26033,2019
6,2021,26033,26033,2012
14,2021,26033,26033,2020
7,2021,26033,26033,2016
7,2021,26033,26033,2014
6,2021,26033,26033,2013
7,2021,26033,26033,2018
6,2021,26033,26033,2021
5,2010,26042,26042,2010
6,2014,26042,26042,2011
6,2014,26042,26042,2013
5,2014,26042,26042,2010
5,2014,26042,26042,2014
7,2015,26042,26042,2014
5,2015,26042,26042,2011
6,2016,26042,26042,2014
9,2016,26042,26042,2015
7,2017,26042,26042,2014
8,2017,26042,26042,2017
7,2017,26042,26042,2015
9,2017,26042,26042,2016
12,2017,26042,2381,2016
12,2018,26042,26042,2016
6,2018,26042,1149,2017
9,2018,26042,26042,2015
15,2018,26042,2381,2017
6,2018,26042,5109,2016
22,2018,26042,26042,2017
5,2018,26042,26042,2010
5,2018,26042,5109,2018
11,2018,26042,2381,2018
6,2018,26042,1149,2018
17,2018,26042,26042,2018
5,2018,26042,2381,2015
10,2018,26042,26042,2014
10,2018,26042,2381,2016
25,2019,26042,26042,2018
12,2019,26042,26042,2019
10,2019,26042,2381,2019
10,2019,26042,26042,2016
6,2019,26042,1149,2018
11,2019,26042,2381,2016
22,2019,26042,2381,2017
30,2019,26042,2381,2018
6,2019,26042,1149,2017
5,2019,26042,1149,2019
6,2019,26042,26042,2015
9,2019,26042,26042,2014
5,2019,26042,4358,2018
11,2019,26042,26042,2017
29,2020,26042,1149,2019
19,2020,26042,5109,2019
9,2020,26042,5109,2016
31,2020,26042,2381,2017
8,2020,26042,32715,2019
5,2020,26042,3064,2018
51,2020,26042,2381,2019
8,2020,26042,26042,2021
11,2020,26042,5109,2018
7,2020,26042,884,2018
29,2020,26042,26042,2018
6,2020,26042,65376,2019
15,2020,26042,5109,2017
8,2020,26042,884,2017
6,2020,26042,3104,2018
27,2020,26042,1149,2018
6,2020,26042,4358,2016
45,2020,26042,26042,2019
11,2020,26042,26042,2014
17,2020,26042,2381,2016
5,2020,26042,1989,2019
63,2020,26042,26042,2020
23,2020,26042,2381,2020
7,2020,26042,4358,2018
9,2020,26042,26042,2015
6,2020,26042,5109,2020
7,2020,26042,4358,2017
6,2020,26042,32715,2018
6,2020,26042,1149,2016
19,2020,26042,26042,2017
14,2020,26042,1149,2017
57,2020,26042,2381,2018
6,2020,26042,26042,2010
6,2020,26042,4713,2018
13,2020,26042,26042,2016
13,2020,26042,1149,2020
30,2021,26042,26042,2018
34,2021,26042,2381,2020
28,2021,26042,1149,2019
5,2021,26042,5109,2020
6,2021,26042,32715,2019
8,2021,26042,26042,2014
7,2021,26042,884,2018
58,2021,26042,2381,2019
19,2021,26042,1149,2018
7,2021,26042,5109,2019
19,2021,26042,1149,2021
8,2021,26042,1149,2017
7,2021,26042,2381,2021
34,2021,26042,26042,2019
29,2021,26042,2381,2017
6,2021,26042,5109,2017
43,2021,26042,2381,2018
8,2021,26042,3104,2018
70,2021,26042,26042,2020
8,2021,26042,3104,2020
14,2021,26042,26042,2017
6,2021,26042,26042,2015
12,2021,26042,4358,2018
5,2021,26042,5109,2016
5,2021,26042,15989,2018
6,2021,26042,65376,2019
5,2021,26042,32237,2020
9,2021,26042,32715,2018
5,2021,26042,1149,2016
9,2021,26042,5109,2018
28,2021,26042,26042,2021
8,2021,26042,4358,2020
10,2021,26042,2381,2016
9,2021,26042,26042,2016
5,2021,26042,26042,2012
37,2021,26042,1149,2020
6,2017,26096,26096,2015
5,2017,26096,26096,2017
8,2018,26096,26096,2017
6,2018,26096,26096,2015
6,2019,26096,26096,2017
6,2019,26096,26096,2015
9,2020,26096,26096,2017
5,2020,26096,26096,2014
8,2020,26096,26096,2018
8,2020,26096,26096,2015
9,2021,26096,26096,2017
8,2021,26096,26096,2018
15,2021,26096,26096,2020
5,2021,26096,26096,2019
6,2020,26160,2381,2018
10,2020,26160,26160,2020
9,2020,26160,2381,2019
6,2020,26160,2381,2017
6,2021,26160,4358,2018
5,2021,26160,4358,2020
5,2018,26274,26274,2017
9,2019,26274,1149,2018
5,2019,26274,1149,2017
6,2019,26274,26274,2017
6,2019,26274,1149,2019
6,2019,26274,26274,2018
8,2020,26274,26274,2019
19,2020,26274,1149,2019
5,2020,26274,1149,2016
8,2020,26274,26274,2017
7,2020,26274,26274,2020
6,2020,26274,1149,2020
9,2020,26274,1149,2017
11,2020,26274,26274,2018
15,2020,26274,1149,2018
10,2021,26274,26274,2018
7,2021,26274,1149,2020
6,2021,26274,1149,2019
7,2021,26274,26274,2020
8,2021,26274,26274,2019
6,2021,26274,2381,2019
6,2021,26274,1149,2018
6,2021,26274,26274,2017
5,2021,26274,1149,2017
7,2020,26293,1149,2019
5,2021,26293,1149,2017
15,2021,26293,1149,2020
5,2020,26441,5109,2020
5,2020,26441,26441,2018
6,2020,26441,5109,2017
7,2020,26441,5109,2018
5,2021,26441,26441,2019
5,2021,26441,26441,2018
10,2021,26441,26441,2020
6,2021,26678,1193,2020
10,2019,26830,183,2015
5,2021,26876,5109,2019
7,2021,26876,5109,2018
6,2020,26998,26998,2020
6,2021,26998,26998,2020
6,2021,26998,5109,2017
6,2020,27140,27140,2019
5,2018,27185,27185,2018
8,2019,27185,27185,2018
8,2020,27185,27185,2018
6,2020,27185,27185,2019
5,2021,27185,27185,2020
8,2021,27185,27185,2018
5,2021,27185,7991,2020
5,2021,27295,49566,2018
5,2015,27564,27564,2011
5,2017,27589,27589,2017
8,2018,27589,27589,2017
19,2019,27589,27589,2018
5,2019,27589,2410,2018
6,2019,27589,2410,2015
11,2019,27589,27589,2019
5,2019,27589,2381,2018
10,2019,27589,27589,2017
5,2019,27589,1609,2017
23,2020,27589,27589,2018
5,2020,27589,1609,2017
24,2020,27589,27589,2019
5,2020,27589,2410,2017
5,2020,27589,2410,2019
15,2020,27589,27589,2020
7,2020,27589,2410,2015
9,2020,27589,27589,2017
6,2020,27589,2410,2018
5,2021,27589,32715,2018
5,2021,27589,31686,2020
8,2021,27589,2410,2019
5,2021,27589,19977,2020
10,2021,27589,5109,2017
5,2021,27589,2381,2020
11,2021,27589,5109,2018
33,2021,27589,27589,2019
12,2021,27589,5109,2020
5,2021,27589,1149,2019
39,2021,27589,27589,2020
5,2021,27589,31686,2019
5,2021,27589,7420,2019
5,2021,27589,2410,2015
6,2021,27589,1609,2017
8,2021,27589,27589,2017
17,2021,27589,27589,2021
10,2021,27589,5109,2019
5,2021,27589,1609,2019
17,2021,27589,27589,2018
6,2021,27589,1609,2020
7,2020,27671,5109,2019
9,2018,27850,27850,2017
7,2019,27850,27850,2016
11,2019,27850,27850,2018
9,2019,27850,27850,2017
5,2020,27850,2381,2016
6,2020,27850,27850,2020
6,2020,27850,884,2018
20,2020,27850,27850,2019
5,2020,27850,2894,2017
5,2020,27850,27850,2016
10,2020,27850,27850,2018
8,2020,27850,27850,2017
6,2020,27850,2381,2017
5,2021,27850,2381,2019
6,2021,27850,27850,2021
9,2021,27850,884,2020
14,2021,27850,27850,2018
5,2021,27850,2894,2013
26,2021,27850,27850,2020
25,2021,27850,27850,2019
7,2021,27850,884,2018
11,2021,27850,27850,2017
5,2020,27937,27937,2018
6,2021,28004,28004,2018
5,2021,28004,28004,2020
5,2021,28004,183,2018
5,2018,28215,183,2016
6,2019,28239,28239,2016
6,2019,28411,28411,2018
5,2019,28416,28416,2018
5,2020,28416,28416,2018
5,2021,28416,28416,2021
6,2020,28437,28437,2018
7,2021,28437,5109,2020
10,2021,28437,5109,2019
6,2021,28437,5109,2017
7,2021,28437,28437,2020
6,2021,28437,28437,2021
6,2021,28437,5109,2018
6,2016,28623,28623,2013
7,2021,28800,884,2019
10,2021,28800,884,2020
5,2021,28800,884,2018
7,2021,28800,884,2017
6,2018,28856,28856,2019
6,2021,28856,5109,2016
9,2021,28856,28856,2019
5,2020,29046,1149,2018
5,2020,29046,5109,2019
5,2020,29046,29046,2018
7,2020,29046,1149,2019
8,2021,29046,29046,2019
8,2021,29046,29046,2020
5,2021,29046,1149,2018
10,2021,29046,1149,2019
19,2021,29046,1149,2020
13,2021,29095,29095,2020
5,2021,29095,4634,2020
8,2021,29095,14353,2020
5,2021,29095,29095,2021
6,2019,29152,29152,2018
7,2021,29152,29152,2019
7,2021,29152,29152,2020
6,2021,29152,9689,2018
7,2021,29152,29152,2018
8,2021,29223,29223,2018
5,2020,29472,1609,2017
5,2021,29472,3683,2016
8,2019,29488,29488,2019
5,2020,29488,29488,2019
6,2021,29488,29488,2020
5,2021,29488,29488,2019
5,2018,29491,29491,2016
5,2020,29491,29491,2015
5,2020,29491,29491,2017
6,2020,29535,29535,2019
7,2020,29535,29535,2018
9,2021,29535,29535,2020
8,2021,29535,29535,2019
8,2021,29535,29535,2018
5,2020,29685,29685,2018
6,2020,29685,29685,2020
7,2020,29685,29685,2019
7,2021,29685,29685,2020
5,2020,29800,29800,2018
7,2021,29813,29813,2020
5,2020,30035,30035,2018
7,2021,30035,30035,2018
5,2021,30035,30035,2017
6,2021,30035,30035,2021
11,2021,30035,30035,2020
5,2016,30122,2450,2013
5,2019,30192,2381,2019
5,2020,30192,5109,2019
13,2020,30192,2381,2019
5,2020,30192,2381,2018
6,2020,30192,30192,2019
5,2020,30192,5109,2017
7,2020,30192,2381,2017
5,2020,30192,32237,2019
6,2020,30192,2381,2020
8,2020,30192,30192,2020
7,2021,30192,32237,2020
7,2021,30192,30192,2019
5,2021,30192,1193,2020
9,2021,30192,5109,2017
6,2021,30192,981,2020
5,2021,30192,1149,2019
18,2021,30192,2381,2019
5,2021,30192,2381,2021
7,2021,30192,2381,2020
5,2021,30192,14353,2020
17,2021,30192,30192,2020
9,2021,30192,5109,2020
6,2021,30192,15989,2020
14,2021,30192,2381,2018
10,2021,30192,1193,2021
5,2021,30192,5109,2019
6,2021,30192,32237,2019
6,2021,30192,1149,2020
14,2021,30192,30192,2021
5,2021,30283,31481,2020
6,2020,30390,5109,2018
6,2020,30557,30557,2019
5,2021,30557,30557,2021
6,2021,30557,30557,2019
6,2021,30557,30557,2020
5,2021,30620,1149,2019
5,2021,30666,30666,2019
5,2021,30742,30742,2017
5,2021,30742,30742,2020
5,2020,30906,4634,2020
6,2020,30906,4634,2019
5,2021,30906,30906,2020
7,2021,30943,30943,2020
6,2016,31098,31098,2015
5,2019,31098,31098,2017
5,2020,31098,31098,2015
7,2020,31175,31175,2019
7,2021,31175,31175,2019
6,2021,31175,31175,2020
6,2020,31383,31383,2019
5,2021,31383,31383,2019
5,2021,31383,31383,2018
8,2018,31481,31481,2017
5,2018,31481,31481,2018
11,2019,31481,31481,2017
10,2019,31481,31481,2018
20,2019,31481,31481,2019
33,2020,31481,31481,2020
24,2020,31481,31481,2019
11,2020,31481,31481,2018
10,2020,31481,31481,2017
5,2020,31481,16170,2017
5,2020,31481,31481,2016
5,2021,31481,32715,2019
10,2021,31481,31481,2018
8,2021,31481,31481,2017
25,2021,31481,31481,2019
22,2021,31481,31481,2021
51,2021,31481,31481,2020
5,2021,31481,16170,2021
5,2021,31481,51264,2020
5,2021,31481,1609,2017
8,2017,31686,31686,2016
11,2018,31686,31686,2017
10,2018,31686,31686,2016
7,2019,31686,31686,2019
7,2019,31686,31686,2016
9,2019,31686,31686,2017
13,2019,31686,31686,2018
8,2020,31686,31686,2016
8,2020,31686,31686,2020
16,2020,31686,31686,2018
13,2020,31686,31686,2017
21,2020,31686,31686,2019
16,2021,31686,31686,2021
5,2021,31686,32715,2020
24,2021,31686,31686,2019
6,2021,31686,32715,2019
15,2021,31686,31686,2018
11,2021,31686,31686,2017
24,2021,31686,31686,2020
8,2021,31686,31686,2016
6,2014,31860,31860,2013
5,2014,31860,31860,2012
5,2015,31860,31860,2015
9,2015,31860,31860,2014
5,2015,31860,31860,2013
7,2016,31860,31860,2014
8,2016,31860,31860,2015
7,2016,31860,31860,2016
7,2017,31860,31860,2016
8,2018,31860,31860,2016
6,2018,31860,31860,2014
5,2019,31860,31860,2015
5,2019,31860,31860,2017
8,2019,31860,31860,2016
7,2019,31860,31860,2014
6,2019,31860,31860,2018
5,2020,31860,31860,2014
6,2020,31860,31860,2018
8,2020,31860,31860,2019
5,2020,31860,31860,2016
5,2020,31860,31860,2015
7,2018,31865,31865,2017
10,2019,31865,31865,2017
6,2019,31865,31865,2015
5,2019,31865,31865,2018
7,2020,31865,31865,2018
8,2020,31865,31865,2017
12,2020,31865,31865,2019
6,2021,31865,2149,2020
9,2021,31865,31865,2019
9,2021,31865,31865,2017
5,2021,31865,31865,2015
8,2021,31865,31865,2018
5,2021,31865,31865,2020
8,2016,31912,31912,2014
5,2018,31912,31912,2015
5,2015,32041,32041,2014
5,2015,32041,32041,2015
5,2016,32041,32041,2015
7,2017,32041,32041,2015
7,2018,32041,32041,2017
10,2019,32041,32041,2018
9,2019,32041,32041,2015
6,2019,32041,32041,2017
9,2019,32041,32041,2016
7,2019,32041,32041,2019
6,2020,32041,32041,2019
5,2020,32041,6395,2012
5,2020,32041,32041,2016
8,2020,32041,32041,2018
5,2020,32041,32041,2015
6,2020,32041,32041,2017
5,2021,32041,32041,2015
9,2021,32041,32041,2021
6,2021,32041,32041,2018
6,2021,32041,32041,2016
8,2021,32041,32041,2017
14,2021,32041,32041,2019
7,2021,32041,32041,2020
6,2018,32167,2381,2016
7,2019,32237,32237,2019
8,2019,32237,2381,2018
14,2019,32237,2381,2019
5,2019,32237,24449,2017
5,2020,32237,32237,2017
7,2020,32237,2381,2017
25,2020,32237,2381,2019
8,2020,32237,2381,2018
7,2020,32237,32237,2018
15,2020,32237,32237,2019
9,2020,32237,32237,2020
9,2021,32237,1149,2018
26,2021,32237,32237,2020
5,2021,32237,14353,2020
10,2021,32237,1149,2020
11,2021,32237,2381,2018
13,2021,32237,1149,2019
30,2021,32237,2381,2019
7,2021,32237,32237,2021
7,2021,32237,2381,2017
9,2021,32237,981,2020
5,2021,32237,2381,2016
12,2021,32237,2381,2020
6,2021,32237,32237,2018
11,2021,32237,32237,2019
5,2017,32715,2381,2018
12,2017,32715,32715,2017
9,2017,32715,2381,2016
10,2017,32715,2381,2017
17,2018,32715,2381,2018
9,2018,32715,32715,2019
6,2018,32715,2381,2015
26,2018,32715,2381,2017
10,2018,32715,5109,2017
18,2018,32715,32715,2017
50,2018,32715,32715,2018
8,2018,32715,5109,2016
6,2018,32715,2381,2016
8,2019,32715,5109,2017
17,2019,32715,32715,2017
57,2019,32715,32715,2019
8,2019,32715,4358,2018
7,2019,32715,4358,2017
7,2019,32715,2381,2015
9,2019,32715,5109,2018
14,2019,32715,2381,2019
7,2019,32715,32715,2020
5,2019,32715,65376,2018
62,2019,32715,32715,2018
31,2019,32715,2381,2017
6,2019,32715,5109,2019
7,2019,32715,5109,2016
7,2019,32715,4358,2019
12,2019,32715,2381,2016
33,2019,32715,2381,2018
21,2020,32715,2381,2020
5,2020,32715,31686,2017
63,2020,32715,32715,2018
96,2020,32715,32715,2019
15,2020,32715,32715,2017
7,2020,32715,5109,2017
63,2020,32715,32715,2020
5,2020,32715,15989,2017
11,2020,32715,15989,2019
5,2020,32715,7420,2019
5,2020,32715,2381,2015
5,2020,32715,65376,2018
9,2020,32715,31686,2019
5,2020,32715,5109,2018
6,2020,32715,5109,2016
46,2020,32715,2381,2018
43,2020,32715,2381,2019
5,2020,32715,31481,2019
6,2020,32715,15989,2018
12,2020,32715,2381,2016
6,2020,32715,4358,2018
5,2020,32715,4358,2020
26,2020,32715,2381,2017
6,2020,32715,27589,2019
9,2021,32715,5109,2018
57,2021,32715,2381,2019
9,2021,32715,5109,2017
6,2021,32715,31481,2020
5,2021,32715,2381,2015
5,2021,32715,7420,2020
65,2021,32715,32715,2021
6,2021,32715,1609,2017
112,2021,32715,32715,2020
5,2021,32715,53140,2018
29,2021,32715,2381,2017
5,2021,32715,4358,2021
6,2021,32715,65376,2020
12,2021,32715,15989,2018
43,2021,32715,2381,2020
14,2021,32715,15989,2019
7,2021,32715,4358,2018
8,2021,32715,7420,2018
16,2021,32715,32715,2017
7,2021,32715,4358,2020
7,2021,32715,2381,2016
54,2021,32715,2381,2018
6,2021,32715,31686,2020
16,2021,32715,2381,2021
15,2021,32715,5109,2019
6,2021,32715,27589,2019
7,2021,32715,31686,2019
5,2021,32715,7420,2019
58,2021,32715,32715,2018
7,2021,32715,5109,2020
7,2021,32715,15989,2020
5,2021,32715,40901,2019
105,2021,32715,32715,2019
7,2021,32715,4358,2017
5,2021,32827,32827,2019
9,2021,32830,32830,2020
9,2021,32830,5109,2019
5,2021,32830,1193,2019
11,2021,32895,884,2020
7,2021,32951,32951,2020
5,2020,32992,4358,2018
5,2021,32992,5109,2019
5,2018,33027,33027,2017
5,2020,33136,1609,2019
7,2021,33136,33136,2020
6,2021,33136,1609,2017
6,2018,33281,33281,2017
5,2020,33529,33529,2019
9,2021,33529,33529,2019
8,2021,33529,33529,2020
5,2017,33578,33578,2015
6,2019,33578,33578,2018
5,2019,33578,33578,2015
6,2020,33578,33578,2018
9,2020,33578,33578,2019
6,2020,33578,33578,2020
12,2021,33578,33578,2019
14,2021,33578,33578,2020
7,2021,33578,33578,2021
5,2020,33699,33699,2019
5,2021,33699,33699,2019
6,2021,33841,33841,2020
6,2019,34162,34162,2018
5,2019,34162,2381,2017
9,2019,34162,34162,2020
7,2019,34162,34162,2019
6,2019,34162,2381,2018
6,2020,34162,34162,2018
7,2020,34162,2381,2019
22,2020,34162,34162,2020
7,2020,34162,2381,2018
5,2020,34162,2381,2016
5,2020,34162,2381,2017
13,2020,34162,34162,2019
6,2021,34162,34162,2018
8,2021,34162,2381,2017
14,2021,34162,2381,2019
6,2021,34162,5109,2020
7,2021,34162,2381,2018
16,2021,34162,34162,2021
8,2021,34162,2381,2020
15,2021,34162,34162,2019
36,2021,34162,34162,2020
5,2020,34434,2381,2017
6,2020,34434,2381,2018
7,2011,34467,34467,2010
8,2013,34467,34467,2012
8,2013,34467,34467,2010
7,2013,34467,34467,2011
7,2014,34467,34467,2011
11,2014,34467,34467,2013
6,2014,34467,34467,2012
15,2015,34467,34467,2014
7,2015,34467,34467,2012
6,2015,34467,34467,2011
6,2015,34467,34467,2010
8,2015,34467,34467,2013
10,2016,34467,34467,2013
7,2016,34467,34467,2014
10,2016,34467,34467,2015
7,2016,34467,34467,2010
5,2016,34467,34467,2011
7,2017,34467,34467,2013
13,2017,34467,34467,2014
10,2017,34467,34467,2016
5,2017,34467,34467,2011
6,2017,34467,2381,2016
17,2017,34467,34467,2015
17,2018,34467,34467,2017
10,2018,34467,34467,2016
12,2018,34467,34467,2015
5,2018,34467,34467,2011
8,2018,34467,34467,2018
9,2018,34467,34467,2014
22,2019,34467,34467,2017
9,2019,34467,34467,2016
6,2019,34467,34467,2019
10,2019,34467,34467,2015
9,2019,34467,34467,2014
6,2019,34467,1149,2018
5,2019,34467,34467,2013
20,2019,34467,34467,2018
6,2019,34467,2381,2016
10,2020,34467,34467,2014
6,2020,34467,2381,2016
5,2020,34467,4358,2018
9,2020,34467,34467,2016
26,2020,34467,34467,2019
5,2020,34467,34467,2013
8,2020,34467,34467,2015
5,2020,34467,2381,2019
14,2020,34467,34467,2017
9,2020,34467,2381,2018
19,2020,34467,34467,2018
7,2020,34467,1149,2018
6,2020,34467,1149,2019
8,2020,34467,34467,2020
7,2021,34467,1149,2020
9,2021,34467,34467,2021
6,2021,34467,3104,2020
8,2021,34467,1149,2019
6,2021,34467,2381,2018
18,2021,34467,34467,2018
6,2021,34467,34467,2016
10,2021,34467,1149,2018
26,2021,34467,34467,2019
8,2021,34467,34467,2015
8,2021,34467,2381,2019
6,2021,34467,34467,2014
8,2021,34467,1149,2017
18,2021,34467,34467,2017
17,2021,34467,34467,2020
7,2021,34467,3104,2019
5,2021,34467,1149,2016
6,2021,34467,2381,2016
6,2020,34653,34653,2019
6,2020,34653,34653,2020
7,2021,34653,34653,2021
5,2021,34653,34653,2019
6,2021,34653,34653,2020
5,2021,34666,10638,2017
5,2015,34826,34826,2010
6,2013,34838,34838,2011
7,2015,34838,34838,2015
5,2015,34838,3167,2014
7,2015,34838,34838,2014
6,2015,34838,34838,2013
7,2015,34838,34838,2011
5,2016,34838,34838,2013
6,2016,34838,34838,2011
6,2016,34838,34838,2014
9,2016,34838,34838,2016
12,2016,34838,34838,2015
18,2017,34838,34838,2016
6,2017,34838,34838,2014
9,2017,34838,34838,2015
5,2017,34838,34838,2011
18,2018,34838,34838,2016
5,2018,34838,34838,2011
6,2018,34838,34838,2015
13,2018,34838,34838,2017
6,2018,34838,34838,2014
16,2019,34838,34838,2017
13,2019,34838,34838,2015
15,2019,34838,34838,2016
6,2019,34838,34838,2014
7,2019,34838,34838,2019
6,2019,34838,3167,2014
10,2019,34838,34838,2018
12,2020,34838,34838,2018
12,2020,34838,34838,2016
6,2020,34838,34838,2014
8,2020,34838,34838,2017
5,2020,34838,34838,2020
9,2020,34838,34838,2015
10,2020,34838,34838,2019
5,2020,34838,4358,2019
5,2020,34838,34838,2013
8,2021,34838,34838,2018
15,2021,34838,34838,2019
5,2021,34838,34838,2014
5,2021,34838,4358,2020
7,2021,34838,34838,2017
9,2021,34838,34838,2020
10,2021,34838,34838,2016
7,2021,34838,34838,2015
6,2020,34928,34928,2017
5,2020,34928,34928,2013
5,2019,34936,34936,2017
5,2017,35009,35009,2016
5,2018,35009,35009,2018
7,2019,35009,35009,2018
6,2020,35009,35009,2016
5,2020,35009,35009,2018
6,2020,35009,35009,2017
6,2021,35009,2381,2018
7,2021,35009,35009,2018
9,2021,35009,35009,2019
6,2021,35009,4634,2020
7,2021,35009,35009,2020
6,2021,35009,23892,2020
5,2021,35111,5109,2017
7,2021,35111,5109,2020
6,2019,35292,35292,2015
5,2020,35292,35292,2019
8,2020,35292,35292,2018
6,2021,35292,35292,2021
7,2021,35292,35292,2018
7,2021,35292,35292,2019
5,2014,35442,35442,2011
5,2019,35601,2381,2017
6,2019,35601,2381,2019
6,2020,35601,35601,2019
8,2020,35601,2381,2020
8,2020,35601,2381,2017
13,2020,35601,2381,2019
7,2020,35601,2381,2018
5,2020,35601,35601,2020
7,2020,35601,35601,2018
5,2021,35601,35601,2018
6,2021,35601,2381,2019
7,2021,35601,35601,2020
5,2021,35601,5109,2019
5,2021,35601,35601,2019
5,2021,35601,2381,2017
9,2021,35601,2381,2020
5,2021,35601,35601,2021
5,2021,35601,2381,2018
5,2020,35756,2381,2020
5,2020,35756,35756,2019
7,2020,35771,14887,2019
5,2020,35771,35771,2019
5,2020,35771,14887,2018
11,2021,35771,35771,2020
6,2021,35771,35771,2019
5,2021,35771,14887,2019
5,2018,35819,35819,2016
7,2018,35819,35819,2017
7,2019,35819,35819,2017
6,2020,35819,35819,2019
6,2020,35819,35819,2017
8,2021,35819,35819,2019
7,2021,35819,35819,2017
7,2021,35819,35819,2018
5,2015,35838,35838,2014
5,2017,35838,35838,2015
5,2018,35838,35838,2016
6,2019,35838,35838,2018
6,2019,35838,35838,2015
7,2019,35838,35838,2016
7,2019,35838,35838,2017
9,2021,35838,35838,2019
5,2021,35838,35838,2018
7,2021,35937,5109,2019
6,2021,35937,35937,2020
6,2021,35976,49566,2019
5,2018,36105,1911,2016
8,2019,36105,36105,2018
